ID,Question_Category,Questions_Descriptions,Choice_1,Choice_2,Choice_3,Choice_4,Right_Answer
655,BI,"Para ilmuwan dibuat bingung oleh perbedaan yang tampak antara model pemanasan global berdasarkan emisi gas rumah kaca dan data cimatologis aktual. Singkatnya, pemanasan dunia tidak sebanyak yang diprediksi oleh model ini, pada awal 1990-an. Pat Michaels berusaha untuk menjelaskan perbedaan ini, yakni menunjukkan bahwa emisi sulfat di kawasan industri memiliki efek pendinginan, sehingga memperlambat pemanasan global untuk sementara. Pengaruh harus sebagian besar terbatas pada belahan bumi itu. Namun, sejak tahun 1987, pemanasan di Belahan Bumi Selatan, yang relatif intens, hampir berhenti, sementara pemanasan di belahan utara meningkat pesat. Dengan demikian, Michaels tidak hanya meragukan gagasan pendinginan sulfat, tetapi juga merasa bahwa model pemanasan global itu sendiri mungkin cacat. Ben Santer tidak setuju, Santer berpendapat bahwa, secara umum, pemanasan global terjadi lebih lambat di selatan karena belahan bumi ini didominasi oleh lautan, yang menghangat lebih lambat daripada daratan yang menguasai belahan bumi utara. Namun, menurut Santer, situasinya tetap diperumit oleh pendinginan sulfat, yang memuncak di utara pada pertengahan abad ke-20. Ini secara drastis memperlambat pemanasan di Belahan Bumi Utara, dan pemanasan di Belahan Bumi Selatan melaju kencang, Sejak 1987, Santer berpendapat, efek rumah kaca telah menegaskan dirinya kembali, dan utara telah memimpin. Jadi, Santer membantah klaim Michaels bahwa prediksi model dan data yang diamati berbeda secara fundamental.
Berdasarkan bacaan tersebut, Santer menegaskan mana dari berikut ini tentang pemanasan global?",Itu akan menjadi masalah yang lebih serius di belahan bumi selatan daripada di belahan bumi utara meskipun pengaruh pendinginan dari lautan di selatan.,Ini tidak mungkin menjadi masalah serius di masa depan karena efek sulfat yang meluas.,Ini akan berlangsung pada tingkat umum yang sama di belahan bumi Utara dan Selatan setelah pengaruh sementara pendinginan sulfat berakhir.,"Sampai akhir 1980-an, di belahan bumi utara dimoderasi oleh pengaruh pendinginan sulfat.",3
656,BI,"Para ilmuwan dibuat bingung oleh perbedaan yang tampak antara model pemanasan global berdasarkan emisi gas rumah kaca dan data cimatologis aktual. Singkatnya, pemanasan dunia tidak sebanyak yang diprediksi oleh model ini, pada awal 1990-an. Pat Michaels berusaha untuk menjelaskan perbedaan ini, yakni menunjukkan bahwa emisi sulfat di kawasan industri memiliki efek pendinginan, sehingga memperlambat pemanasan global untuk sementara. Pengaruh harus sebagian besar terbatas pada belahan bumi itu. Namun, sejak tahun 1987, pemanasan di Belahan Bumi Selatan, yang relatif intens, hampir berhenti, sementara pemanasan di belahan utara meningkat pesat. Dengan demikian, Michaels tidak hanya meragukan gagasan pendinginan sulfat, tetapi juga merasa bahwa model pemanasan global itu sendiri mungkin cacat. Ben Santer tidak setuju, Santer berpendapat bahwa, secara umum, pemanasan global terjadi lebih lambat di selatan karena belahan bumi ini didominasi oleh lautan, yang menghangat lebih lambat daripada daratan yang menguasai belahan bumi utara. Namun, menurut Santer, situasinya tetap diperumit oleh pendinginan sulfat, yang memuncak di utara pada pertengahan abad ke-20. Ini secara drastis memperlambat pemanasan di Belahan Bumi Utara, dan pemanasan di Belahan Bumi Selatan melaju kencang, Sejak 1987, Santer berpendapat, efek rumah kaca telah menegaskan dirinya kembali, dan utara telah memimpin. Jadi, Santer membantah klaim Michaels bahwa prediksi model dan data yang diamati berbeda secara fundamental.
Bacaan ini menunjukkan bahwa Santer dan Michaels kemungkinan besar akan TIDAK SETUJU atas isu-isu berikut ini.",Apakah data klimatologis membatalkan model pemanasan global,Apakah pemanasan di Belahan Bumi Utara telah meningkat sejak tahun 1987,Apakah perbedaan antara model pemanasan global dan data klimatologi dapat dideteksi,Apakah daratan menghangat lebih cepat daripada lautan,2
657,BI,"SYAIR DAFTAR PUSTAKA Suminto A. Sayuti Kubaca satu satu. Sebuah alfabeta. Dari A sampai pun Z. Artikel dan buku memuat namamu. Mengantar materi. Juga menjadi diri sendiri. Membayang di kalimat-kalimat lengkap. Mengantar Predikat. Juga menyiapkan waktu dan tempat. Sebelum hal-hal terlihat. Di pengantar namamu membayang. Samar. Membuat hatiku tergetar. Lalu mengawang. Daftar isi memang tiada. Tapi halaman persembahan menulis namamu dengan tinta tebal. Dengan huruf kapital. Menulis dan membaca pustaka. Aku kembali ke A. Kembali ke asal mula. Menulis dan membaca pustaka. Aku menuju Z. Kembali ke peta perjalanan. Jalan pulang menuju rumah tujuan. Sebuah simpulan. Sesuai perjanjian. Karna aku paham. Kau menungguku di serambi depan. Merapi, 2022
Nilai yang terdapat pada puisi tersebut adalah",Moral,Sosial,Religious,Edukasi,3
658,BI,"SYAIR DAFTAR PUSTAKA Suminto A. Sayuti Kubaca satu satu. Sebuah alfabeta. Dari A sampai pun Z. Artikel dan buku memuat namamu. Mengantar materi. Juga menjadi diri sendiri. Membayang di kalimat-kalimat lengkap. Mengantar Predikat. Juga menyiapkan waktu dan tempat. Sebelum hal-hal terlihat. Di pengantar namamu membayang. Samar. Membuat hatiku tergetar. Lalu mengawang. Daftar isi memang tiada. Tapi halaman persembahan menulis namamu dengan tinta tebal. Dengan huruf kapital. Menulis dan membaca pustaka. Aku kembali ke A. Kembali ke asal mula. Menulis dan membaca pustaka. Aku menuju Z. Kembali ke peta perjalanan. Jalan pulang menuju rumah tujuan. Sebuah simpulan. Sesuai perjanjian. Karna aku paham. Kau menungguku di serambi depan. Merapi, 2022
Penyair ingin menyampaikan mengenai",Hakikat sebenarnya kehidupan manusia sebagai sebuah pembelajaran untuk perjalanankembali kepada sang pencipta,Gambaran cara memahami isi daftar pustaka dalam sebuah buku atau karya ilmiah yang cukup detail dan rumit.,Tujuan akhir seorang pencinta kepada kekasih hatinya yang telah menunggunya dalam sebuah ikatan pernikahan,Hakikat hidup seseorang adalah dengan banyak belajar untuk mempersiapkan diri menuju kesuksesan di masa depan,1
659,BI,"Musibah yang menimpa Tarjono Slamet, 47, puluhan tahun silam membuatnya harus kehilangan kaki kiri. Pada 1990, dia bersama tiga rekan kerjanya di Perusahaan Listrik Negara (PLN) tersengat listrik saat memanjat sebuah trafo yang butuh diperbaiki. Itu adalah saat di mana ia kehilangan kaki kirinya. Tidak hanya kaki, semua jari tangannya beku dalam posisi menutup. Sejak saat itu hidupnya berubah drastis. Karena kondisi fisiknya yang tidak memungkinkan, ia dipindahkan ke bagian administrasi. Slamet pun memutuskan keluar dari pekerjaannya di Klaten, Jawa Tengah karena ia merasa pekerjaannya tidak sesuai dengan keahliannya. Kehilangan pekerjaan membuat Slamet harus pulang ke kampung halaman di Batang, Jawa Tengah. Kepulangannya disambut simpati. Akan tetapi, simpati itu juga dibuntuti oleh stigma negatif masyarakat sebagai seorang difabel. Seluruh anggota keluarga memberinya dukungan moral untuk menjalani program pengembangan keterampilan di Pusat Rehabilitasi Yakkum. Di sana, Slamet juga melakukan pemasangan kaki palsu. Sejak saat itu, terowongan kehidupannya yang gelap gulita sedikit demi sedikit mulai menemukan titik terang. Awalnya Slamet sempat dipercaya mengelola bisnis milik Pusat Rehabilitasi Yakkkum yang memberdayakan para difabel. Mulai dari produksi kerajinan kayu, kain, hingga kerajinan tangan dia pelajari sedalam-dalamnya. Berkat keuletannya, Slamet dikirim ke Auckland, Selandia Baru untuk mengikuti beasiswa kuliah di jurusan Kesejahteraan Sosial. Sepulangnya dari Auckland, pada 2003, ilmu bisnis, pemasaran dan penggalangan dana itu dia gunakan untuk merintis bisnisnya yang bernama CV Mandiri Craft. Dia mengajak 25 rekan difabel di Yakkum untuk merealisasikan ide bisnis mainan anak. Ada alasan tersendiri mengapa dia memilih berbisnis mainan anak. Mainan anak yang dibuatnya berbahan kayu berkualitas dengan cat antiracun sehingga aman untuk anak-anak. Beberapa mainan yang dibuatnya antara lain puzzle dan balok untuk Menyusun bangunan. Sebelum mendesain mainan, Slamet melakukan riset psikologi anak. Dua mainan tersebut dibuat untuk membantu anak melatih kesabaran dan ketelitian. Diadaptasi dari https://jogjapolitan.harianjogja.com/read/2020/09/15/511/1049837/kehilangan-kaki-kiri-tarjono-slamet-semangat-tularkan-makna-hidup
Manakah pernyatan yang BENAR tentang keteladanan dari tokoh Tarjono Slamet?",Berani memutuskan keluar dari pekerjaannya karena pekerjaan yang baru tidak sesuai dengan passion-nya.,Keluarga dan masyarakat bersimpati dan memberi dukungan moral kepada difabel,"Meski difabel, Tarjono Slamet mendapatkan beasiswa belajar di Auckland, Selandia Baru.",Ulet dan telaten dalam belajar mengembangkan ide menciptakan permainan anak yang edukatif,3
660,BI,"Musibah yang menimpa Tarjono Slamet, 47, puluhan tahun silam membuatnya harus kehilangan kaki kiri. Pada 1990, dia bersama tiga rekan kerjanya di Perusahaan Listrik Negara (PLN) tersengat listrik saat memanjat sebuah trafo yang butuh diperbaiki. Itu adalah saat di mana ia kehilangan kaki kirinya. Tidak hanya kaki, semua jari tangannya beku dalam posisi menutup. Sejak saat itu hidupnya berubah drastis. Karena kondisi fisiknya yang tidak memungkinkan, ia dipindahkan ke bagian administrasi. Slamet pun memutuskan keluar dari pekerjaannya di Klaten, Jawa Tengah karena ia merasa pekerjaannya tidak sesuai dengan keahliannya. Kehilangan pekerjaan membuat Slamet harus pulang ke kampung halaman di Batang, Jawa Tengah. Kepulangannya disambut simpati. Akan tetapi, simpati itu juga dibuntuti oleh stigma negatif masyarakat sebagai seorang difabel. Seluruh anggota keluarga memberinya dukungan moral untuk menjalani program pengembangan keterampilan di Pusat Rehabilitasi Yakkum. Di sana, Slamet juga melakukan pemasangan kaki palsu. Sejak saat itu, terowongan kehidupannya yang gelap gulita sedikit demi sedikit mulai menemukan titik terang. Awalnya Slamet sempat dipercaya mengelola bisnis milik Pusat Rehabilitasi Yakkkum yang memberdayakan para difabel. Mulai dari produksi kerajinan kayu, kain, hingga kerajinan tangan dia pelajari sedalam-dalamnya. Berkat keuletannya, Slamet dikirim ke Auckland, Selandia Baru untuk mengikuti beasiswa kuliah di jurusan Kesejahteraan Sosial. Sepulangnya dari Auckland, pada 2003, ilmu bisnis, pemasaran dan penggalangan dana itu dia gunakan untuk merintis bisnisnya yang bernama CV Mandiri Craft. Dia mengajak 25 rekan difabel di Yakkum untuk merealisasikan ide bisnis mainan anak. Ada alasan tersendiri mengapa dia memilih berbisnis mainan anak. Mainan anak yang dibuatnya berbahan kayu berkualitas dengan cat antiracun sehingga aman untuk anak-anak. Beberapa mainan yang dibuatnya antara lain puzzle dan balok untuk Menyusun bangunan. Sebelum mendesain mainan, Slamet melakukan riset psikologi anak. Dua mainan tersebut dibuat untuk membantu anak melatih kesabaran dan ketelitian. Diadaptasi dari https://jogjapolitan.harianjogja.com/read/2020/09/15/511/1049837/kehilangan-kaki-kiri-tarjono-slamet-semangat-tularkan-makna-hidup
Jika ada anak usia produktif (15 tahun) yang memiliki keterbatasan fisik, seperti tunanetra dan tunadaksa, apakah saranmu untuknya selain bersekolah?",Menyarankan untuk meniru cara Tarjono Slamet dengan melakukan riset psikologi anak sebelum menciptakan suatu ide,Menyarankan untuk ikut dalam pengembangan keterampilan di Pusat Rehabilitasi Yakkum atau lembaga sejenis yang terdekat,Menyarankan padanya untuk membuat perkumpulan anak disabilitas untuk menciptakan lapangan pekerjaan bagi kaum disabilitas,Menyarankan agar terus giat belajar agar mendapatkan beasiswa ke Selandia Baru seperti Tarjono Slamet,1
661,BI,"INFORMASI ALAT PACU JANTUNG BIVENTRICULAR PACEMAKER • Alat kecil bertenaga listrik yang menggunakan tiga kabel terpasang pada serambi kanan,bilikkanan, dan di dekat bilik kiri jantung. • Alat ini digunakan untuk membantu jantung berdetak lebih teratur sehingga dapat memompa darah ke seluruh tubuh dengan optimal. • Setelah dipasang, alat ini akan mengirimkan dorongan listrik ke jantung melalui kabel-kabel kecil yang terhubung antarkeduanya. • Alat ini bisa diatur sedemikian rupa agar gelombang listrik yang dikeluarkan untuk membuat jantung berkontraksi dapat sesuai dengan kebutuhan tubuh. • Efek samping berupa alergi terhadap obat bius, pendarahan, dan kerusakan pembuluh darah disebabkan oleh prosedur pemasangan alat, bukan dari alat pacu jantung tersebut. • Efek samping itu bersifat sementara. • Hindari berolahraga berat, berdiri terlalu lama di dekat barang elektronik, seperti microwave, atau meletakkan ponsel maupun pemutar musik di dekat pacu jantung. • Apabila memiliki keluhan fisik beberapa hari setelah pemasangan alat, segera konsultasikan hal ini ke dokter.
Berdasarkan bacaan, dapat disimpulkan bahwa orang yang menggunakan alat pacu jantung ini ",akan mengalami efek alergi dan kerusakan pembuluh darah secara permanen,tidak boleh menyentuh atau berdiri berlama-lama dekat barang elektronik,dapat menyesuaikan besaran golombang listrik yang diperlukan oleh tubu,tidak boleh menggunakan telepon seluler dalam waktu yang cukup lama,2
662,BI,"INFORMASI ALAT PACU JANTUNG BIVENTRICULAR PACEMAKER • Alat kecil bertenaga listrik yang menggunakan tiga kabel terpasang pada serambi kanan,bilikkanan, dan di dekat bilik kiri jantung. • Alat ini digunakan untuk membantu jantung berdetak lebih teratur sehingga dapat memompa darah ke seluruh tubuh dengan optimal. • Setelah dipasang, alat ini akan mengirimkan dorongan listrik ke jantung melalui kabel-kabel kecil yang terhubung antarkeduanya. • Alat ini bisa diatur sedemikian rupa agar gelombang listrik yang dikeluarkan untuk membuat jantung berkontraksi dapat sesuai dengan kebutuhan tubuh. • Efek samping berupa alergi terhadap obat bius, pendarahan, dan kerusakan pembuluh darah disebabkan oleh prosedur pemasangan alat, bukan dari alat pacu jantung tersebut. • Efek samping itu bersifat sementara. • Hindari berolahraga berat, berdiri terlalu lama di dekat barang elektronik, seperti microwave, atau meletakkan ponsel maupun pemutar musik di dekat pacu jantung. • Apabila memiliki keluhan fisik beberapa hari setelah pemasangan alat, segera konsultasikan hal ini ke dokter.
Efek samping berupa alergi terhadap obat biur, pendarahan, dan kerusakan pembuluh darahdisebabkan oleh prosedur pemasangan alat, bukan dari alat pacu jantung tersebut.Apa maksud pernyataan di atas?",Efek samping dari penggunaan alat ini muncul dari kesalahan prosedur.,Penggunaan alat pacu jantung mengakibatkan terjadinya pendarahan.,Pamasangan alat pacu jantung memicu terjadinya alergi terhadap obat bius.,Alat pacu jantung memicu munculnya alergi terhadap obat bius.,0
663,BI,"Perfilman Indonesia saat ini sedang mengalami perkembangan yang positif. (2) Pararumah produksi mulai berlomba-lomba menggenjot produktivitasnya menggarap film (...) sekaligus menguntungkan secara komersial. (3) Ini tidak lepas dari potensi penonton Indonesia yang besar dan bisa mengapresiasi film produksi lokal secara positif. (4) Subsektor film, animasi, dan video memiliki potensi yang bisa dikembangkan menjadi lebih baik. (5) Subsektor film, animasi, dan video ini masih harus menghadapi berbagai tantangan. (6) Beberapa di antaranya adalah minimnya SDM yang benar-benar mempunyai keahlian di bidang film sehingga pilihan untuk memperoleh tim dari sutradara, penulis skenario, kru, dan pemain film, sangat terbatas. (7) Permasalahan lain yang tidak kalah penting di antaranya layer bioskop yang terbatas dan penyebarannya tidak merata, dan proteksi terhadap hak karya cipta belum ada, sehingga aksi pembajakan masih marak terjadi. (8) Untuk itu, pemerintah telah mengeluarkan peraturan untuk melindungi hak karya intelektual di industri film dan membuka saluran investasi dan permodalan. (Diadaptasi dari dispakrekaf.lampungprov.go.id)
Kalimat manakah yang paling tepat sebagai penggabungan kalimat (4) dan (5)?","Subsektor film, animasi, dan video memiliki potensi untuk dikembangkan menjadi lebih baik, padahal masih menghadapi berbagai tantangan.","Subsektor film, animasi, dan video memiliki potensi untuk dikembangkan menjadi lebih baik, tetapi masih menghadapi berbagai tantangan.","Subsektor film, animasi, dan video memiliki potensi untuk dikembangkan menjadi lebih baik walaupun masih menghadapi berbagai tantangan.","Subsektor film, animasi, dan video memiliki potensi untuk dikembangkan menjadi lebih baik jika masih menghadapi berbagai tantangan.",1
664,BI,"1 Wayang orang merupakan seni pertunjukan tradisional khas Jawa dan Bali. 2 Wayang orang disebut juga wayang wong. 3 Pameran wayang orang harus memakai kostum sesuai dengan tema. 4 Tema yang dimainkan dalam wayang orang biasanya mengisahkan tentang Ramayana atau Mahabarata. 5 Yang dikembangkan dalam pertunjukan wayang orang adalah lakon dan tembang. 6 Daerah asal wayang orang adalah tanah Jawa, khususnya Jawa Tengah, di mana Sultan Hamangkurat I sebagai penciptanya pada tahun 1731. 7 Seni pertunjukan wayang orang dikembangkan Keraton Yogyakarta dan Surakarta. 8 Kedua keraton menganggap wayang orang bukan sekadar hiburan, melainkan juga bagian pertunjukan tradisional di daerahnya. 9 Dengan mengutip artikel Transformasi Pertunjukan Wayang Orang Kemunitas Graha Seni Mustika Yuastina Surabaya, wayang orang memuat berbagai seni lain, seperti seni sastra, musik, drama, rupa, dan tari. Diadaptasi dari https://www.kumparan.com/
Kalimat (6) perlu disempurnakan dengan cara ",menghilangkan daerah,menghilangkan khususnya,mengganti di mana dengan dengan,menghilangkan sebagai,2
